Food_ID,Name,Carbs DV%,Fats DV%,Proteins DV%,Congenital Heart Disease,Coronary Artery Disease,Dilated Cardiomyopathy
423,Pollo Encacahuatado,8.344452041,33.52745074,60.39172392,0,0,0
424,Pollo Morelense,8.344452041,33.52745074,60.39172392,0,0,0
425,Pollo motuleño,8.344452041,33.52745074,60.39172392,0,0,0
426,Pollo picado,2.860832412,27.13271194,56.18533851,0,1,0
427,Pollo rostizado,8.344452041,33.52745074,60.39172392,0,0,0
428,Salsa chipotle,2.912,0.34,4.004,1,1,1
429,Salsa verde,0.0212,0.013692308,0.0226,1,1,1
430,Chamoy,22.66666667,0,0,1,1,1
431,Guacamole,0.629989403,8.722930192,1.889968208,1,1,1
432,Mole blanco,15.2028694,105.8665733,46.06191705,0,1,0
433,Mole sauce,0.985679312,2.438702414,1.438466759,0,0,0
434,Mole verde,18.66666667,160,80,1,0,1
435,Arroz a la tumbada,3.477490547,51.70891881,18.70104831,0,1,0
436,Arroz amarillo,0.011757987,0.482981941,0.486780675,0,0,0
437,Arroz con camarones,7.333699741,3.07707689,8.000399914,1,1,1
438,Arroz con huevo,7.333699741,3.07707689,8.000399914,1,1,1
439,Arroz con leche,7.333699741,3.07707689,8.000399914,1,1,1
440,Arroz con lima,1.906032938,0.375085998,3.878214764,1,1,1
441,Arroz con pollo,7.333699741,3.07707689,8.000399914,1,1,1
442,Arroz negro,5.892920874,0.619328044,12.24699399,1,1,1
443,Arroz poblano,3.940583714,18.13497187,4.24108866,1,0,1
444,Arroz rojo,0.861419426,3.297204829,4.056901534,0,0,0
445,Arroz verde,0.0212,0.013692308,0.0226,1,1,1
446,Camarones al Mojo de Ajo,5.295109499,72.26941042,6.814079408,1,1,1
447,Huachinango a la Veracruzana,3.700549289,6.437747848,40.74633768,0,1,0
448,Pescado Zarandeado,2.174226165,12.0858194,56.78148279,0,1,1
449,Frijoles,11.32991913,16.75150115,29.45920381,0,1,0
450,Frijoles pintos,44,9.230769231,72,1,1,1
451,Frijoles negros,5.892920874,0.619328044,12.24699399,1,1,1
452,Frijoles refritos,9.490778568,18.04367605,19.47067888,0,1,0
453,Nopalitos,0.233333333,0,0.05,1,1,1
454,Papas,15.86159276,51.68683801,39.14642929,0,0,0
455,Pico de gallo,0.031266667,0,0,1,1,1
456,Alfajor,0.156866671,0.542923091,0.117600002,1,0,1
457,Amaranto,0.251999995,0.09369231,0.163799992,1,1,1
458,Buñuelos,14.40678813,12.82274965,11.57579802,1,0,1
459,Brazo de gitano,0.144200055,0.111268614,0.158189553,1,1,1
460,Cajeta,54.84816,33.61550769,40.667904,1,1,1
461,Capirotada,21.38621494,32.68523196,22.39470841,1,0,1
462,Carlota de limón,39.23371504,120.7191232,31.38697203,1,1,1
463,Champurrado,1.22820759,0.850682721,0.976168273,1,0,1
464,Chocolate,8.733,18.92307692,3.444,1,1,1
465,Chocolate brownie,4.685333333,12.53538462,3.472,1,0,1
466,Churros,8.804089986,39.31066308,7.046801024,1,0,1
467,Cocadas,0.217,0.386153846,0.114,0,1,0
468,Cochinito de Piloncillo,0.326966667,0,0.0024,1,1,1
469,Concha,0.175433337,0.323846142,0.105200005,1,0,1
470,Crepas de cajeta,54.84816,33.61550769,40.667904,1,1,1
471,Dulce de leche,3.5055,2.148461538,2.5992,1,1,1
472,Flan,23.2356,18.972,27.7236,1,1,1
473,Fresas con crema,0.0096,0.303538462,0.0414,1,1,1
474,Gelatina,54,0,54,0,1,0
475,Glorias,0.244433339,0,0,1,1,1
476,Gorditas de azucar,17.33333333,0,0,1,1,1
477,Ice cream,41.536,89.35384615,36.96,1,1,1
478,Fried ice cream,41.536,89.35384615,36.96,1,1,1
479,Jarritos,56,0,0,1,1,1
480,Macarrones de dulce de leche,3.5055,2.148461538,2.5992,1,1,1
481,Manjar blanco,14.78728377,28.11907339,72.06659663,0,1,0
482,Mazapán de Cacahuate,11.66900005,183.0876864,97.98599968,1,1,1
483,Obleas,0.233333333,0.076923077,0.15,1,0,1
484,Paletas,6,0,0,1,1,1
485,Palmier,0.231783885,0.273201142,0.068622766,1,0,1
486,Pan de muerto,27.39447219,35.99150379,25.55330274,1,0,1
487,Pan de nata,11.1871536,25.69830334,8.587629127,1,0,1
488,Pan dulce,11.33459988,27.68953761,8.002800093,1,0,1
489,Pastel de queso,0.437535,13.07589231,12.15648,1,1,1
490,Pastel de tres leches,12.59386754,27.86316648,13.13456908,1,0,1
491,Platano,3.852700193,3.275460287,0.805126457,1,1,1
492,Plátano frito,0.17636981,0.542676338,0.141095848,0,0,0
493,Rosca de reyes,42.55650883,34.65046384,38.8536729,1,0,1
494,Sopaipilla,11.47181834,15.08375114,9.213824467,1,0,1
495,Aguas frescas,0.679012996,0.035982596,0.186866194,1,1,1
496,Atole,8.796543491,11.49528632,10.17168961,1,0,1
497,Café de olla,7.793281029,0.377601221,1.314736359,1,0,1
498,Chamoyada,154.6666667,0,0,1,1,1
499,Chia Fresca,1.6848,5.675076923,3.9696,1,1,1
500,Hot chocolate,0.0358,0.036,0.0704,1,1,1
501,Horchata,1.650718982,1.239179976,1.126165053,1,1,1
502,Jamaica,0.03569258,0,0,0,0,0
503,Jugos frescos,0.009933333,0.366461538,0.3618,1,1,1
504,Mangonada,0.052482181,0.003251348,0.004226753,1,1,1
505,Mexican Coke,6.373333333,0.061538462,0.28,1,1,1
506,Mexican tea culture,0.2,0,0,1,1,1
507,Pozol,8.161201045,32.72577975,54.68433365,0,1,0
508,Sangria Señorial,0.818462912,0.030740941,0.119486458,1,1,1
509,Tamarindo,15.66666667,0,4,1,1,1
510,Cerveza,0.012195122,0.393996248,0.341463415,0,0,0
511,Mexican wine,1.341866667,0,0.2072,1,1,1
512,Mezcal,0,0,0,1,1,1
513,Michelada,0.555540738,1.538324757,0.222133329,1,1,1
514,Tepache,70,0,14,1,1,1
515,Tequila,0,0,0,1,1,1
516,Calas,13.53464488,22.80906069,10.07675445,1,0,1
517,Charleston red rice,7.197943921,1.168872646,4.252428469,1,1,1
518,Chicken bog,0,278.0307692,446.4,0,1,1
519,Glorified rice,0.052893333,0.001784615,0.02644,1,1,1
520,Gumbo,9.717486311,38.46283067,54.44005629,0,0,0
521,Hawaiian haystack,16.31128086,30.16266085,23.74100264,1,0,1
522,Hoppin' John,13.9973129,20.07018746,33.9567285,0,1,0
523,Jambalaya,0.007843137,0.07239819,0.282352941,0,0,0
524,Rice and gravy,0.052893333,0.001784615,0.02644,1,1,1
525,Shrimp creole,0.303333333,1.553846154,27.22,0,1,0
526,Bologna sausage,0.5124,10.59261538,8.512,0,1,0
527,Breakfast sausage,9.999966304,29.2373851,21.99119946,0,0,0
528,Goetta,6.249606109,40.26269767,55.30387958,0,0,0
529,Half-smoke,0.059259259,0.068376068,0.244444444,0,0,0
530,Hot dog,0.258,19.13538462,10.377,0,1,0
531,Italian hot dog,0,23.07692308,40,0,1,0
532,Lebanon bologna,0.5124,10.59261538,8.512,0,1,0
533,Maxwell Street Polish,12.92548073,29.68074097,12.12134624,1,0,1
534,Polish Boy,12.92548073,29.68074097,12.12134624,1,0,1
535,Buffalo Wings,0,0.802509578,12.2583338,0,1,1
536,Roasted turkey,2.223,445.1261538,2220.264,0,1,1
537,Chili con carne,0.446666667,0.135384615,0.696,1,1,1
538,Gohan or meshi,0.339999992,0.023076923,0.179999996,1,1,1
539,Curry rice [ja],0.1861,0.215538462,0.2858,1,1,1
540,Genmai gohan,0.339999992,0.023076923,0.179999996,1,1,1
541,Hayashi rice,0.052893333,0.001784615,0.02644,1,1,1
542,Kamameshi,30,15.38461538,32,0,0,0
543,Mochi,0.30570767,0,0.070547924,0,0,0
544,Mugi gohan/Mugi meshi [ja],0.339999992,0.023076923,0.179999996,1,1,1
545,Omurice,24.32976382,37.96636164,44.72483219,0,0,0
546,Onigiri,17.08232128,12.78175909,30.32372745,0,0,1
547,Takikomi gohan,0.339999992,0.023076923,0.179999996,1,1,1
548,Tamago kake gohan,2.284565736,10.60480123,23.44000481,1,0,1
549,Katsudon,38.64174415,85.11706325,66.26469727,0,0,0
550,Oyakodon,14.10312739,23.5921083,70.44549733,0,0,0
551,Tendon,4,15.38461538,104,0,1,0
552,Gyoza,0.097864989,0.08958856,0.168341881,0,0,0
553,Okonomiyaki,0.055874401,0.119206888,0.108461218,0,0,0
554,Takoyaki,9.145529472,8.180161429,14.57057458,0,0,0
555,Teriyaki,7.735192566,24.46002179,43.34040046,0,0,0
556,Yakitori,2.45931284,33.32641145,58.00952796,0,0,0
557,Shabu-shabu,15.03543925,27.01618678,92.30755151,0,0,0
558,Sukiyaki,21.1914767,31.69899821,77.57421441,0,0,0
559,Chok,10.33333333,21.53846154,6,1,0,1
560,Khao kan chin,33.83952083,92.64935143,97.0287846,0,0,1
561,Khao kha mu,33.83952083,92.64935143,97.0287846,0,0,1
562,Khao khai chiao,33.83952083,92.64935143,97.0287846,0,0,1
563,Khao khluk kapi,33.83952083,92.64935143,97.0287846,0,0,1
564,Khao mok gai,0,3.053025567,11.82175114,0,1,1
565,Khao mok nuea,33.83952083,92.64935143,97.0287846,0,0,1
566,Khao man gai,0,3.053025567,11.82175114,0,1,1
567,Khao mu krop,33.83952083,92.64935143,97.0287846,0,0,1
568,Khao mu krop mu daeng,33.83952083,92.64935143,97.0287846,0,0,1
569,Khao na pet,33.83952083,92.64935143,97.0287846,0,0,1
570,Khao niao,33.83952083,92.64935143,97.0287846,0,0,1
571,Khao nuea op,33.83952083,92.64935143,97.0287846,0,0,1
572,Khao phat,4,18.46153846,8,0,1,0
573,Khao phat amerikan,4,18.46153846,8,0,1,0
574,Khao phat kaeng khiao wan,4,18.46153846,8,0,1,0
575,Khao phat kaphrao mu,4,18.46153846,8,0,1,0
576,Khao phat namliap,4,18.46153846,8,0,1,0
577,Khao phat nam phrik long ruea,4,18.46153846,8,0,1,0
578,Khao phat nam phrik narok,4,18.46153846,8,0,1,0
579,Khao tom,33.83952083,92.64935143,97.0287846,0,0,1
580,Khao tom kui,33.83952083,92.64935143,97.0287846,0,0,1
581,Bami haeng pet,20.87026866,26.82975388,41.26470151,0,0,0
582,Bami mu daeng,20.87026866,26.82975388,41.26470151,0,0,0
583,Khanom chin kaeng khiao wan kai,19.75594082,33.99618931,17.04282619,1,0,1
584,Khanom chin nam ngiao,0.012133333,0.000153846,0.1012,0,1,1
585,Khanom jeen nam yaa,0.012133333,0.000153846,0.1012,0,1,1
586,Khanom chin sao nam,0.012133333,0.000153846,0.1012,0,1,1
587,Khao soi Chang Mai,33.83952083,92.64935143,97.0287846,0,0,1
588,Khao soi Mae Sai,33.83952083,92.64935143,97.0287846,0,0,1
589,Khao soi nam na,33.83952083,92.64935143,97.0287846,0,0,1
590,Kuai-tiao nam,0.233333333,0.358923076,0.066599998,1,0,1
591,Kuai-tiao nuea pueai,0.233333333,0.358923076,0.066599998,1,0,1
592,Kuai-tiao phat khi mao,0.233333333,0.358923076,0.066599998,1,0,1
593,Kuai-tiao rat na,0.233333333,0.358923076,0.066599998,1,0,1
594,Kuai-tiao ruea,0.233333333,0.358923076,0.066599998,1,0,1
595,Mi krop,0.064602331,0.114191772,0.192136547,0,0,0
596,Phat Mama,65.83333333,42.30769231,20,1,1,1
597,Phat si-io,17.86021478,51.76935851,22.03002002,1,0,1
598,Phat Thai,65.83333333,42.30769231,20,1,1,1
599,Phat wun sen,17.1630766,17.27000164,30.81672827,0,0,0
600,Sapaketti phat khi mao,17.53798834,29.53932247,47.98992353,0,0,0
601,Tom yam boran,12.08133333,0.34,3.978,1,1,1
602,Yum kanom jeen,1.497826685,1.44880662,0.977376267,1,0,1
603,Chim chum,19.76700657,12.25053163,11.99134885,1,0,1
604,Khao soi noi songkhrueang,33.83952083,92.64935143,97.0287846,0,0,1
605,Mu kratha,7.125135194,29.90420415,36.88490315,0,0,0
606,Nam phrik kapi kap pla thu thot,0.012133333,0.000153846,0.1012,0,1,1
607,Suki,0.004166667,0.134615385,0.025,1,1,1
608,Chin hum,19.75594082,33.99618931,17.04282619,1,0,1
609,Chuchi pla kaphong,0.012133333,0.000153846,0.1012,0,1,1
610,Chuchi pla thu sot,0.012133333,0.000153846,0.1012,0,1,1
611,Kaeng cha-om,17.22562699,51.16929282,17.35318937,1,0,1
612,Kaeng fak sai kai,5.8625,2.875846154,17.2056,1,1,1
613,Kaeng dok salae,6.204576708,0,24.78315262,1,1,1
614,Kaeng het,3,3.999999853,0,1,0,1
615,Kaeng ho,27.95368528,55.01314925,10.24903981,1,0,1
616,Kaeng kari,1.767120275,0.004361465,3.458641821,1,1,1
617,Kaeng khiao wan,9.862772222,0,59.17663333,1,1,1
618,Kaeng khua mu bai chamuang,7.125135194,29.90420415,36.88490315,0,0,0
619,Kaeng matsaman,16,0,24,1,1,1
620,Kaeng om,17.22562699,51.16929282,17.35318937,1,0,1
621,Kaeng pa,0,94.15430769,787.0422,0,1,1
622,Kaeng phak bung sai pla,0.012133333,0.000153846,0.1012,0,1,1
623,Kaeng phak kat cho kraduk mu,7.125135194,29.90420415,36.88490315,0,0,0
624,Kaeng phak wan pa,0,94.15430769,787.0422,0,1,1
625,Kaeng phet pet yang,31.44774306,23.69727533,37.61497465,0,0,0
626,Kaeng som,1.01570688,1.37207937,1.548134577,0,0,0
627,Kaeng tai pla,0.012133333,0.000153846,0.1012,0,1,1
628,Kaeng tun,18,36.92307692,0,1,0,1
629,Kaeng yot maphrao on sai kai,5.8625,2.875846154,17.2056,1,1,1
630,Yam chin kai,12.08133333,0.34,3.978,1,1,1
631,Kai tun ya chin,7.483481966,80.02778597,65.7695328,0,0,0
632,Nam sup,0.012133333,0.000153846,0.1012,0,1,1
633,Tom chuet,7.979843499,18.67708525,43.51469323,0,0,1
634,Tom kha kai,6.545300098,45.27333293,45.86740061,0,1,1
635,Tom khlong,7.979843499,18.67708525,43.51469323,0,0,1
636,Tom mara,6,0,0,1,1,1
637,Tom phak kat dong mu,7.125135194,29.90420415,36.88490315,0,0,0
638,Tom saep,7.979843499,18.67708525,43.51469323,0,0,1
639,Tom som kraduk mu,7.125135194,29.90420415,36.88490315,0,0,0
640,Tom yam,12.08133333,0.34,3.978,1,1,1
641,Tom yuea phai,7.979843499,18.67708525,43.51469323,0,0,1
642,Khao yam,12.08133333,0.34,3.978,1,1,1
643,Koi pla,0.012133333,0.000153846,0.1012,0,1,1
644,Kung chae nampla,4.508515077,24.36903711,29.0935366,0,0,0
645,Kung ten,5.113424285,7.490627402,14.63350015,0,1,0
646,Lap Isan,0.999920024,3.384523104,1.199440018,1,0,1
647,Lap nuea,3.88759998,33.49521265,47.49752665,0,1,1
648,Lap nuea dip,3.88759998,33.49521265,47.49752665,0,1,1
649,Mu nam tok,0.012133333,0.000153846,0.1012,0,1,1
650,Nuea yang nam tok,0.012133333,0.000153846,0.1012,0,1,1
651,Phla kung,4.508515077,24.36903711,29.0935366,0,0,0
652,Phla mu,7.125135194,29.90420415,36.88490315,0,0,0
653,Phla nuea makhuea on,3.88759998,33.49521265,47.49752665,0,1,1
654,Sa nuea,0,98.26615385,742.014,0,1,1
655,Sa nuea sadung,0,98.26615385,742.014,0,1,1
656,Som tam khai khem,1.01570688,1.37207937,1.548134577,0,0,0
657,Som tam pu,1.01570688,1.37207937,1.548134577,0,0,0
658,Som tam,1.01570688,1.37207937,1.548134577,0,0,0
659,Tam khanun,21.81,19.66153846,11.88,1,0,1
660,Tam maak hoong,21.81,19.66153846,11.88,1,0,1
661,Tam makhuea,21.81,19.66153846,11.88,1,0,1
662,Tam mamuang,21.81,19.66153846,11.88,1,0,1
663,Tam maphrao on sen mi krop,17.1630766,17.27000164,30.81672827,0,0,0
664,Tam mu yo,6.161558235,14.13574894,3.129933069,1,0,1
665,Tam phonlamai ruam,21.81,19.66153846,11.88,1,0,1
666,Tam som-o nam pu,1.01570688,1.37207937,1.548134577,0,0,0
667,Yam bai cha,12.08133333,0.34,3.978,1,1,1
668,Yam hu mu,12.08133333,0.34,3.978,1,1,1
669,Yam hua pli thot,12.08133333,0.34,3.978,1,1,1
670,Yam hoi khraeng,12.08133333,0.34,3.978,1,1,1
671,Yam khai dao,12.08133333,0.34,3.978,1,1,1
672,Yam khamin khao kung,12.08133333,0.34,3.978,1,1,1
673,Yam kun chiang,12.08133333,0.34,3.978,1,1,1
674,Yam mu krop,12.08133333,0.34,3.978,1,1,1
675,Yam mu yo,12.08133333,0.34,3.978,1,1,1
676,Yam mu yo thot khai dao,12.08133333,0.34,3.978,1,1,1
677,Yam naem sot,12.08133333,0.34,3.978,1,1,1
678,Yam naem khao khot,12.08133333,0.34,3.978,1,1,1
679,Yam no mai,12.08133333,0.34,3.978,1,1,1
680,Yam no mai sai nam pu,12.08133333,0.34,3.978,1,1,1
681,Yam nuea yang,12.08133333,0.34,3.978,1,1,1
682,Yam phak khut,12.08133333,0.34,3.978,1,1,1
683,Yam pla duk fu,12.08133333,0.34,3.978,1,1,1
684,Yam pla khem,12.08133333,0.34,3.978,1,1,1
685,Yam pla salit,12.08133333,0.34,3.978,1,1,1
686,Yam pla thu,12.08133333,0.34,3.978,1,1,1
687,Yam sanat,12.08133333,0.34,3.978,1,1,1
688,Yam som-o,12.08133333,0.34,3.978,1,1,1
689,Yam takhrai kung sot,12.08133333,0.34,3.978,1,1,1
690,Yam thale,12.08133333,0.34,3.978,1,1,1
691,Yam thua phu,12.08133333,0.34,3.978,1,1,1
692,Yam wun sen,12.08133333,0.34,3.978,1,1,1
693,Kai phat khing,5.8625,2.875846154,17.2056,1,1,1
694,Kai phat met mamuang himmaphan,5.8625,2.875846154,17.2056,1,1,1
695,Khai yat sai,0.026190476,0.098901099,0.242857143,1,1,1
696,Khua chin som sai khai,19.75594082,33.99618931,17.04282619,1,0,1
697,Khua ho,27.95368528,55.01314925,10.24903981,1,0,1
698,Khua no mai sai mu,7.125135194,29.90420415,36.88490315,0,0,0
699,Kaphrao hoi lai,0.064666665,0.019999999,0.03,1,1,1
700,Kung thot krathiam phrik Thai,30,30.76923077,28,0,0,0
701,Mu krop phat kaphrao,7.125135194,29.90420415,36.88490315,0,0,0
702,Mu phat sato,7.125135194,29.90420415,36.88490315,0,0,0
703,Mu phat sato phak Tai,7.125135194,29.90420415,36.88490315,0,0,0
704,Mu wan,7.125135194,29.90420415,36.88490315,0,0,0
705,No mai farang phat kung,4.508515077,24.36903711,29.0935366,0,0,0
706,Nuea phat bai yira,3.88759998,33.49521265,47.49752665,0,1,1
707,Pak boong fai daeng,6.104,2.584615385,25.2,1,1,1
708,Phak khana nam man hoi,0.012133333,0.000153846,0.1012,0,1,1
709,Phat buap,65.83333333,42.30769231,20,1,1,1
710,Phat dok hom,65.83333333,42.30769231,20,1,1,1
711,Phat khana mu krop,7.125135194,29.90420415,36.88490315,0,0,0
712,Phat khanaeng mu,7.125135194,29.90420415,36.88490315,0,0,0
713,Phat kaphrao,65.83333333,42.30769231,20,1,1,1
714,Phat naem sai khai,65.83333333,42.30769231,20,1,1,1
715,Phat no mai sai khai,6.77957899,12.52414576,25.70781606,0,0,0
716,Phat phak khom,65.83333333,42.30769231,20,1,1,1
717,Phat phak ruam,65.83333333,42.30769231,20,1,1,1
718,Phat phrik khing,8.333333333,7.692307692,20,1,1,1
719,Phat yot fak maeo,65.83333333,42.30769231,20,1,1,1
720,Phunim phat phong kari,1.767120275,0.004361465,3.458641821,1,1,1
721,Pla duk phat phet,0.012133333,0.000153846,0.1012,0,1,1
722,Pla kaphong phat khuen chai,0.012133333,0.000153846,0.1012,0,1,1
723,Pla muek phat phrik phao,0.012133333,0.000153846,0.1012,0,1,1
724,Tap kai phat phrik sot,5.8625,2.875846154,17.2056,1,1,1
725,Thua ngok pla khem,0.012133333,0.000153846,0.1012,0,1,1
726,Kai ho bai toei,5.8625,2.875846154,17.2056,1,1,1
727,Kai thot takhrai,5.8625,2.875846154,17.2056,1,1,1
728,Kai thot,5.8625,2.875846154,17.2056,1,1,1
729,Khaep mu,7.125135194,29.90420415,36.88490315,0,0,0
730,Mu krop,7.125135194,29.90420415,36.88490315,0,0,0
731,Mu thot krathiam,7.125135194,29.90420415,36.88490315,0,0,0
732,Nang kai thot,5.8625,2.875846154,17.2056,1,1,1
733,No yat sai thot,0.026190476,0.098901099,0.242857143,1,1,1
734,Pik kai sot sai thot,5.8625,2.875846154,17.2056,1,1,1
735,Pla buang,0.012133333,0.000153846,0.1012,0,1,1
736,Pla krai thot krathiam,0.012133333,0.000153846,0.1012,0,1,1
737,Pla nin thot samun phrai,0.012133333,0.000153846,0.1012,0,1,1
738,Pla sam rot,0.012133333,0.000153846,0.1012,0,1,1
739,Pla thot,0.012133333,0.000153846,0.1012,0,1,1
740,Pla thot khamin,0.012133333,0.000153846,0.1012,0,1,1
741,Pla wong thot,0.012133333,0.000153846,0.1012,0,1,1
742,Pu cha,16.87294694,30.46112462,6.370614018,1,1,1
743,Sai mu thot,7.125135194,29.90420415,36.88490315,0,0,0
744,Si khrong mu thot,7.125135194,29.90420415,36.88490315,0,0,0
745,Aep mu,7.125135194,29.90420415,36.88490315,0,0,0
746,Aep ong-o,25.64166667,0,13.26,0,1,0
747,Aep pla noi,0.012133333,0.000153846,0.1012,0,1,1
748,Chin som mok,19.75594082,33.99618931,17.04282619,1,0,1
749,Kai yang,6.666666667,18.46153846,0,1,0,1
750,Kho mu yang kratha ron,7.125135194,29.90420415,36.88490315,0,0,0
751,Kung yang/kung phao,31.44774306,23.69727533,37.61497465,0,0,0
752,Mu manao,7.125135194,29.90420415,36.88490315,0,0,0
753,Mu yang,7.125135194,29.90420415,36.88490315,0,0,0
754,Nuea ping,1.929556597,34.94267969,34.15473024,0,0,0
755,Nuea thup,3.88759998,33.49521265,47.49752665,0,1,1
756,Pam khai mot,0.034483333,0.605307692,0.0026,1,1,1
757,Paeng nom yang nuea,0.020392157,0.039819005,0.174117647,0,0,0
758,Pla ping top,1.929556597,34.94267969,34.15473024,0,0,0
759,Sai krok Isan,0.026190476,0.098901099,0.242857143,1,1,1
760,Sai mu ping,1.929556597,34.94267969,34.15473024,0,0,0
761,Sai ua,0.026190476,0.098901099,0.242857143,1,1,1
762,Suea rong hai,16.85843546,29.26970025,45.75502609,0,0,0
763,Yang ruam mu,7.125135194,29.90420415,36.88490315,0,0,0
764,Bai po,30.97483398,88.8423458,61.58337962,0,0,0
765,Ho mok pla,0.012133333,0.000153846,0.1012,0,1,1
766,Ho mok maphrao on,27.95368528,55.01314925,10.24903981,1,0,1
767,Pla nueng manao,0.012133333,0.000153846,0.1012,0,1,1
768,Nam chim chaeo,0.012133333,0.000153846,0.1012,0,1,1
769,Nam chim kai,0.012133333,0.000153846,0.1012,0,1,1
770,Nam chim paesa,0.012133333,0.000153846,0.1012,0,1,1
771,Nam chim sate,5.153633205,51.15678063,71.94651027,0,0,1
772,Nam phrik i-ke,0.012133333,0.000153846,0.1012,0,1,1
773,Nam phrik kapi,0.012133333,0.000153846,0.1012,0,1,1
774,Nam phrik kha,0.012133333,0.000153846,0.1012,0,1,1
775,Nam phrik khaep mu,0.012133333,0.000153846,0.1012,0,1,1
776,Nam phrik long ruea,0.012133333,0.000153846,0.1012,0,1,1
777,Nam phrik num,0.012133333,0.000153846,0.1012,0,1,1
778,Nam phrik ong,0.012133333,0.000153846,0.1012,0,1,1
779,Nam phrik phao,0.012133333,0.000153846,0.1012,0,1,1
780,Nam phrik pla chi,0.012133333,0.000153846,0.1012,0,1,1
781,Phrik nam pla,0.012133333,0.000153846,0.1012,0,1,1
782,Pu ong,0,0,0,1,1,1
783,Sot Si Racha,17.86021478,51.76935851,22.03002002,1,0,1
784,Khai chiao khai mot daeng,0.0304,0.015384615,0.0064,1,1,1
785,Mu ruam luak chim,7.125135194,29.90420415,36.88490315,0,0,0
786,Pla sam thap,0.012133333,0.000153846,0.1012,0,1,1
787,Roti thitchu,0.154533333,0.114615385,0.225,1,0,1
788,Kai rom khwan,5.8625,2.875846154,17.2056,1,1,1
789,Khanom chip,17.6201415,45.59090274,15.90539058,1,0,1
790,Khanom Tokyo,26,0,12,1,0,1
791,Khao phan nga muan,33.83952083,92.64935143,97.0287846,0,0,1
792,Khao phan phak,33.83952083,92.64935143,97.0287846,0,0,1
793,Luk chin ping,1.929556597,34.94267969,34.15473024,0,0,0
794,Mamuang nam pla wan,0.012133333,0.000153846,0.1012,0,1,1
795,Miang pla,0.012133333,0.000153846,0.1012,0,1,1
796,Mu daet diao,7.125135194,29.90420415,36.88490315,0,0,0
797,Nuea daet diao kaphrao thot,3.88759998,33.49521265,47.49752665,0,1,1
798,Nuea khem thot,3.88759998,33.49521265,47.49752665,0,1,1
799,Pla muek yang,0.012133333,0.000153846,0.1012,0,1,1
800,Sate,5.153633205,51.15678063,71.94651027,0,0,1
801,Thot man khaophot,3.528526955,87.8665915,73.90300655,0,0,0
802,Thot man pla,0.012133333,0.000153846,0.1012,0,1,1
803,Thot man pu,3.528526955,87.8665915,73.90300655,0,0,0
804,Thot man kung,4.508515077,24.36903711,29.0935366,0,0,0
805,Tod Mun Hua Plee,2.352941176,10.85972851,51.76470588,1,0,1
806,Thung thong,3.333333333,15.38461538,0,1,1,1
807,Tua mai thot,6.77957899,12.52414576,25.70781606,0,0,0
808,La tiang,3.477490547,51.70891881,18.70104831,0,1,0
809,Chao guay,18.66800079,30.76799927,28.01759857,1,0,1
810,Dara thong,2.333533351,9.229692547,3.998400078,1,1,1
811,Foi thong,3.333333333,15.38461538,0,1,1,1
812,Khanom bua loi,0,0.237416904,0.49382716,0,0,0
813,Khanom chan,2.555555556,0,0,1,1,1
814,Khanom farang kudi chin,19.75594082,33.99618931,17.04282619,1,0,1
815,Khanom mo kaeng,19.00006672,19.99784597,3.996400118,1,1,1
816,Khanom tako,0.023809524,0.027472527,0.142857143,0,0,0
817,Khanom tako phueak,0.023809524,0.027472527,0.142857143,0,0,0
818,Khanom tan,7.801013078,9.665717103,14.22012664,0,0,1
819,Khanom tom,7.979843499,18.67708525,43.51469323,0,0,1
820,Khanom wun,18,36.92307692,0,1,0,1
821,Khao niao mamuang,33.83952083,92.64935143,97.0287846,0,0,1
822,Khao niao sangkhaya,33.83952083,92.64935143,97.0287846,0,0,1
823,Khao tom mat,33.83952083,92.64935143,97.0287846,0,0,1
824,Kraya sat,0.441666667,0.492307692,3.15,1,1,1
825,Lot chong nam kathi,0.012133333,0.000153846,0.1012,0,1,1
826,Mamuang dong,34.78192765,55.71898966,13.97258107,1,0,1
827,Roti kluai,0.154533333,0.114615385,0.225,1,0,1
828,Roti sai mai,0.154533333,0.114615385,0.225,1,0,1
829,Ruam mit,19,13.84615385,18,1,1,1
830,Sangkhaya fak thong,3.333333333,15.38461538,0,1,1,1
831,Sakhu thua dam,0,0,0,1,1,1
832,Sakhu sai mu,7.125135194,29.90420415,36.88490315,0,0,0
833,Thong yip,3.333333333,15.38461538,0,1,1,1
834,Cha dam yen,16.87294694,30.46112462,6.370614018,1,1,1
835,Cha manao,16.87294694,30.46112462,6.370614018,1,1,1
836,Cha ron,16.87294694,30.46112462,6.370614018,1,1,1
837,Nam wan,0.012133333,0.000153846,0.1012,0,1,1
838,Cha yen,16.87294694,30.46112462,6.370614018,1,1,1
839,Krating Daeng,4,18.46153846,0,0,1,0
840,Lao Khao,33.83952083,92.64935143,97.0287846,0,0,1
841,Lao Mae Khong,0.047633333,0.439538457,0,1,1,1
842,Nam bai bua bok,0.012133333,0.000153846,0.1012,0,1,1
843,Nam dok anchan,0.012133333,0.000153846,0.1012,0,1,1
844,Nam manao,0.012133333,0.000153846,0.1012,0,1,1
845,Nam phan,0.012133333,0.000153846,0.1012,0,1,1
846,Nam takhrai,0.012133333,0.000153846,0.1012,0,1,1
847,Nom yen,0.020392157,0.039819005,0.174117647,0,0,0
